%Y-%m-%d;SPI;BASI;INDU;CONG;HLTH;CONS;TELE;UTIL;FINA;TECH
2001-01-17;1098.61;995.66;963.02;1199.41;1048.47;1049.88;715.63;1136.39;1206.48;1226.63
2001-01-18;1094.57;998.15;962.1;1183.82;1043.73;1052.32;714.04;1132.85;1202.65;1245.17
2001-01-19;1085.95;985.53;961.69;1154.81;1027.8;1070.51;734.74;1136.02;1196.92;1289.45
2001-01-22;1087.14;985.21;958.46;1146.72;1034.85;1066.14;733.94;1142.38;1199.75;1267.84
2001-01-23;1086.85;982.57;959.03;1152.24;1030.64;1050.89;729.96;1142.12;1205.56;1238.46
2001-01-24;1093.81;994.18;956.18;1143.55;1038.25;1062.27;726.78;1126.26;1218.78;1278.1
2001-01-25;1099.27;1001.94;958.9;1140.23;1052.02;1057.14;714.84;1142.5;1221.25;1295.16
2001-01-26;1106.22;997.2;955.62;1184.42;1058.51;1069.08;711.65;1149.37;1221.23;1291.9
2001-01-29;1105.43;1003.32;955.83;1186.5;1053.8;1062.44;710.86;1133.31;1223.82;1282.62
2001-01-30;1106.06;998.95;958.22;1187;1051.68;1064.69;718.02;1130.24;1227.09;1277.61
2001-01-31;1107.75;1002.15;953.66;1182.91;1054.24;1055.76;718.82;1133.75;1233.95;1276.95
2001-02-01;1097.82;1009.71;947.84;1170.68;1046.6;1048.4;713.25;1144.78;1217.68;1268.85
2001-02-02;1101.52;1008.44;950.18;1174.01;1050.28;1050.56;707.67;1129.21;1223.88;1269
2001-02-05;1107.13;1016.26;954.36;1185.39;1057.27;1050.36;697.33;1125.47;1228.49;1269
2001-02-06;1109.61;1014.16;957.65;1182.84;1060.3;1047.87;705.29;1142.52;1232.52;1274.81
2001-02-07;1105.04;1007.06;951.52;1187.91;1057.85;1048.03;694.14;1140.63;1223.9;1252.92
2001-02-08;1095.12;1011.51;942.44;1176.99;1064.02;1047.66;690.16;1127.46;1194.07;1246.8
2001-02-09;1091.89;1015.14;928.19;1196.92;1065.03;1044.78;681.41;1122.42;1183.35;1221.74
2001-02-12;1088.9;1014.9;935.96;1196.64;1066.77;1050.25;676.63;1117.04;1170.47;1196.12
2001-02-13;1090.62;1012.8;906.53;1203.23;1070.46;1051.55;664.69;1116.18;1181.36;1202.74
2001-02-14;1078.81;1013;888.88;1211.71;1051.64;1032.35;643.99;1132.13;1173.28;1157.86
2001-02-15;1085.31;1010.65;905.55;1199.23;1062.84;1030.18;654.34;1140.57;1178.45;1189.49
2001-02-16;1070.89;1001.85;890;1179.92;1059.49;1028.32;628.87;1120.72;1154.53;1150.46
2001-02-19;1071.64;999.32;883.4;1181.91;1064.35;1030.12;618.52;1136.98;1155.46;1129.37
2001-02-20;1064.75;1004.66;879.43;1172.35;1056.53;1019.84;624.89;1128.28;1147.51;1125.53
2001-02-21;1055.89;1003.08;873.51;1191.15;1057.79;1011.43;633.64;1129.41;1116.33;1103.24
2001-02-22;1056.49;998.98;873.4;1206.07;1055.08;1008.93;640.81;1133.74;1118.99;1060.16
2001-02-23;1049.17;997.77;880.46;1219.66;1040.73;1006.58;632.05;1141.22;1104.41;1046.45
2001-02-26;1056.64;999.67;891.09;1218.93;1040.57;1006.05;639.22;1152.52;1121.02;1086.5
2001-02-27;1058.46;1002.67;887.86;1214.63;1044.8;1002.84;636.83;1145.3;1125.68;1085.87
2001-02-28;1059.32;1003.33;891.4;1241.13;1039.08;993.25;620.91;1149.65;1126.6;1066.75
2001-03-01;1039.16;991.76;872.08;1226.73;1025.88;967.32;620.11;1141.62;1098.18;1006.57
2001-03-02;1035.39;991.69;870.58;1237.43;1020;959.1;638.42;1137.57;1089.05;1012.66
2001-03-05;1040.75;994.82;884.48;1239.24;1023.47;956.43;647.97;1133.54;1094.58;1035.94
2001-03-06;1046.08;1004.98;887.71;1228.01;1019.54;970.97;663.89;1140.14;1111.49;1073.27
2001-03-07;1046.09;1011.58;889.72;1234.43;1018.54;964.04;667.87;1144.74;1108.67;1084.64
2001-03-08;1041.35;1016.45;890.58;1221.71;1009.11;975.4;670.26;1134.41;1106.05;1072.15
2001-03-09;1036.38;1016.13;881.79;1225.49;1008.88;968.55;652.75;1146.87;1097.16;1028.17
2001-03-12;1018.6;1012.72;866.74;1218.19;996.39;936.84;643.2;1144.86;1070.36;986.01
2001-03-13;1015.71;1003.96;863.99;1216.67;989.25;931.12;646.38;1139.01;1071.67;989.36
2001-03-14;995.07;983.69;847.63;1188.33;972.58;915.09;625.68;1133.48;1047.62;957.51
2001-03-15;1000.39;985.15;854.33;1181.95;983.78;909.78;636.83;1144.61;1052.63;959.28
2001-03-16;978.94;974.67;838.63;1160.02;963.93;897.48;611.35;1137.13;1025.56;922.37
2001-03-19;969.13;952.43;826.02;1148.84;951.04;899.64;610.56;1128.59;1019.38;915.94
2001-03-20;973.49;949.37;813.36;1134.31;955.6;911.46;611.35;1123.05;1037.75;909.3
2001-03-21;958.62;923.5;791.96;1151.31;940.88;891.59;613.74;1136.11;1016.94;858.53
2001-03-22;908.94;895.91;751.02;1132.47;899.25;877.85;576.33;1128.57;936.01;793.56
2001-03-23;928.98;900.99;771.84;1153.88;907.38;885.98;585.09;1133.19;969.3;851.65
2001-03-26;961.57;914.85;797.15;1179.77;945.41;913.11;604.99;1123.05;1006.56;880.99
2001-03-27;965.66;916.94;799.59;1180.22;944.44;919.18;604.99;1122.38;1017.57;889.49
2001-03-28;961.41;914.84;797.19;1183.52;941.74;935.02;611.35;1126.93;1004.91;879.17
2001-03-29;969.5;916.79;798.01;1207.19;949.96;948.82;610.56;1105.52;1012.86;858.73
2001-03-30;985.95;929.73;815.61;1222.16;964.78;944.26;620.91;1106.73;1034.5;886.9
2001-04-02;969.08;926.89;765.02;1193.36;958.89;923.97;615.33;1102.69;1021.36;876.1
2001-04-03;948.03;915.67;749.69;1187.54;940.32;892.52;604.99;1100.63;991.51;825.23
2001-04-04;941.27;901.23;751.38;1192.1;933.29;875.76;609.76;1113.73;980.11;805.17
2001-04-05;961.53;917.07;766.45;1217.67;949.96;906.6;643.2;1114.45;1002.62;831.25
2001-04-06;959.2;909.45;776.12;1211.55;947.77;887.61;626.48;1127.59;999.57;840.76
2001-04-09;972.75;916.41;779.13;1223.4;962.69;901.31;657.52;1113.21;1016.94;855.15
2001-04-10;985.66;929.63;795.8;1235.02;966.32;915.95;653.54;1166.74;1038.07;867.55
2001-04-11;996;934.64;801.95;1241.97;972.39;924.48;660.71;1151.4;1054.09;922.6
2001-04-12;996.87;940.28;796.96;1251.42;973.63;917.63;659.91;1143.74;1054.7;922.37
2001-04-17;996.96;937.54;791.2;1248.45;973.99;921.14;660.71;1124.39;1058.11;920.41
2001-04-18;1009.73;935.56;804.42;1246.95;987.46;948.6;680.61;1127.61;1071.99;972.71
2001-04-19;1004.78;932.95;821.56;1203.15;979.02;960.36;693.35;1146.85;1070.86;979.64
2001-04-20;997.68;928.01;814.74;1202.57;966.86;957.07;691.75;1151.36;1064.81;976.72
2001-04-23;988.86;929.8;801.58;1207.51;955.23;966.18;694.14;1167.3;1051.79;951.61
2001-04-24;999.95;934.42;804.76;1212.41;968.18;977.83;693.35;1159.71;1068.29;955.97
2001-04-25;992.18;926.32;799.41;1208.73;966.77;960.19;694.14;1125.87;1054.04;937.13
2001-04-26;991.81;924.07;808.62;1226.58;954.33;982.71;716.43;1130.59;1049.52;964.99
2001-04-27;997.38;920.61;826.17;1238.66;951.47;977.44;716.43;1127.01;1059.73;970.65
2001-04-30;1008.21;919.96;844.08;1233.91;963.24;981.05;718.02;1170.26;1073.69;998.46
2001-05-02;1014.99;923.69;852.4;1243.26;970.22;996.34;723.6;1177.9;1076.37;1030.35
2001-05-03;1006.63;915.02;849.8;1236.94;964.96;994.11;707.67;1144.09;1061.96;1019.31
2001-05-04;1014.09;911.75;846.39;1244.88;983.62;1001.13;700.51;1137.23;1065.31;1016.03
2001-05-07;1027.31;913.95;851.42;1255.91;1007.37;1006.05;702.1;1137.85;1075.03;1034.1
2001-05-08;1024.88;916.38;850.7;1261.85;1009.5;1006.97;705.29;1146.24;1063.15;1029.16
2001-05-09;1017.47;920.13;844.09;1235.9;1006.75;1006.19;698.92;1144.74;1055.25;1014.01
2001-05-10;1031.63;913.58;856.55;1240.87;1019.45;1008.63;695.73;1155.05;1079.6;1033.39
2001-05-11;1035.65;913.57;854.75;1229.69;1043.22;1009.46;694.14;1136.67;1073.53;1031.54
2001-05-14;1029.47;920.28;839.72;1242.52;1038.01;1005.69;683.79;1132.61;1062.45;1007.57
2001-05-15;1038.31;923.57;851.82;1248.94;1040.9;1001.06;684.59;1145.74;1080.55;1005.6
2001-05-16;1040.16;929.09;853.11;1261.52;1041.6;995.55;679.02;1147.18;1081.95;993.53
2001-05-17;1049.68;948.16;861.91;1270.14;1041.26;1019.31;704.49;1144.96;1097.98;1006.35
2001-05-18;1051.9;947.13;853.19;1277.99;1043.71;1038.74;694.94;1155.04;1099.85;1017.96
2001-05-21;1054.08;947.39;857.78;1270.85;1046;1041.69;700.51;1197.02;1103.77;1017.81
2001-05-22;1058.33;950.82;864.47;1271.85;1048.52;1044.18;700.51;1191.68;1108.3;1058.52
2001-05-23;1058.6;945.06;859.36;1275.06;1047.54;1036.52;700.51;1193.02;1112.99;1055.01
2001-05-25;1054.53;940.39;855.57;1270.2;1039.64;1034.11;698.92;1181.02;1113.23;1042.88
2001-05-28;1053;939.76;853.04;1269.76;1041.44;1031.48;704.49;1172.02;1108.05;1044.02
2001-05-29;1046.84;940.57;848.88;1249.86;1041.24;1020.4;699.71;1163.93;1100.28;1030.54
2001-05-30;1039.79;939.21;842.79;1263.5;1030.73;1014.32;690.16;1151.38;1089.56;1004.89
2001-05-31;1031.97;938.2;837.88;1276.76;1006.55;997.8;696.53;1183.56;1088.49;999.73
2001-06-01;1036.62;947.46;832.13;1285.2;1013.85;1014.97;670.26;1173.15;1092.9;997.17
2001-06-05;1044.69;955.38;830.52;1289.81;1022.07;1027.62;705.51;1145.46;1104.95;999.09
2001-06-06;1044.44;960.67;831.24;1294.25;1025.61;1037.82;719.39;1151.39;1095.97;998.8
2001-06-07;1045.5;963.37;824.83;1299.3;1028.63;1036.71;731.64;1163.94;1095.74;1003.81
2001-06-08;1040.75;964.6;813.23;1290.94;1022.4;1039.46;733.28;1161.12;1092.94;1018.02
2001-06-11;1034.53;959.19;800.13;1283.39;1015.28;1034.31;731.64;1185.9;1090.2;1003.67
2001-06-12;1022.09;949.96;784.81;1286.46;1006.19;1031.98;720.21;1156.57;1070.38;960.38
2001-06-13;1031.22;953.59;798.23;1305.33;1008.88;1041.66;723.48;1167.42;1080.97;982.05
2001-06-14;1018.22;953.92;785.25;1303.52;996.41;1037.04;720.21;1191.14;1060.32;956.61
2001-06-15;1012.34;948.18;774.72;1298.49;994.02;1019.98;720.21;1159.88;1056.41;920.3
2001-06-18;1009.7;943.98;767.72;1296.76;995.59;1015.95;712.04;1150;1052.78;903.85
2001-06-19;1003.33;943.6;775.23;1304.82;956.11;996.18;716.94;1169.73;1068.45;905.65
2001-06-20;994.66;931.66;752.51;1306.41;962.71;978.05;712.86;1159.66;1049.97;870.07
2001-06-21;994.95;924.87;745.83;1306.17;963.98;985.11;706.33;1162.8;1052.6;868.47
2001-06-22;986.92;924.43;739.01;1299.18;934.57;986.23;702.25;1156.38;1062.11;865.38
2001-06-25;987.78;926.07;746.12;1296.55;939.07;974.36;697.35;1160.75;1060.29;863.77
2001-06-26;975.33;922.27;723.2;1296.29;930.6;966.65;704.7;1179.08;1041.92;828.05
2001-06-27;966.18;911.91;720.12;1279.35;918.69;955.44;685.91;1182.49;1035.83;828.51
2001-06-28;985.54;917.83;746.38;1303.47;938.13;972.7;701.43;1172.18;1052.82;858.46
2001-06-29;996.75;929.92;744.94;1310.79;963.8;982.1;698.98;1175.81;1056.17;878.29
2001-07-02;1005.13;932;752.46;1324.98;967.18;994.82;716.94;1174.66;1068;883.96
2001-07-03;996.21;928.29;752.29;1312.43;953.58;981.34;716.13;1165.8;1061.97;864.93
2001-07-04;988.37;924.85;745.59;1305.95;943.84;956.68;713.68;1147.34;1057.72;845.46
2001-07-05;980.44;923.66;725.56;1308.73;943.94;935.24;718.58;1146.73;1044.28;819.92
2001-07-06;963.07;917.83;708.37;1311.59;931.3;912.34;717.76;1152.24;1014.74;780.45
2001-07-09;963.48;918.55;706.51;1311.51;930.53;922.35;730.83;1141.06;1016.73;764.1
2001-07-10;952.36;911.09;712.75;1287.31;906.15;934.19;733.28;1153.02;1011.05;765.77
2001-07-11;941.09;897.77;694.77;1301.59;903.24;920.95;730.01;1163.52;985.37;745.79
2001-07-12;955.56;903.77;697.31;1290.37;922.15;933.54;745.52;1149.81;1010.28;767.09
2001-07-13;956.6;907.68;703.36;1271.18;926.51;927.09;758.59;1148.87;1013.77;763.1
2001-07-16;955.8;905;697.53;1282.84;921.91;913.47;752.87;1159.47;1017.19;751.93
2001-07-17;950.66;904.75;697.06;1285.26;918.67;907.87;752.06;1160.89;1006.36;725.51
2001-07-18;945.73;908.08;689.48;1283.89;920.86;903.15;755.32;1169.06;993.04;711.39
2001-07-19;962.37;920.32;701.97;1296.7;943.79;906.54;758.59;1167.1;1009.89;727.38
2001-07-20;954.26;912.68;687.22;1298.6;931.79;907.93;752.87;1170.89;1003.84;705.74
2001-07-23;953.82;908.87;684.93;1290.36;926.77;911.84;764.3;1173.49;1010.33;709.1
2001-07-24;934.06;901.34;639.46;1273.13;910.8;900.6;765.94;1166.81;991.42;693.06
2001-07-25;921.48;888.03;628.78;1231.16;906.04;889.74;767.57;1173.56;979.06;683.6
2001-07-26;922.85;887.81;622.83;1245.59;902.67;884.16;776.55;1164.21;984.91;679.27
2001-07-27;931.98;895.15;636.99;1268.19;906.33;884.02;783.09;1158.72;994.45;695.43
2001-07-30;938.43;901.03;640.04;1260.08;915.11;895.36;783.09;1198.75;1004.85;690.93
2001-07-31;942.24;899.36;645.57;1271.38;919.38;882.98;775.74;1185.16;1008.3;701.2
2001-08-01;950.68;902.74;649.98;1291.46;928.45;904.5;777.37;1208.9;1012.22;712.21
2001-08-02;954.21;909.47;661.34;1287.68;929.41;917.97;783.9;1208.63;1015.09;728.97
2001-08-03;946.72;905.04;657.07;1287.9;920.75;916.73;783.9;1193.48;1003.26;721.69
2001-08-06;948.79;906.75;660.7;1286.39;926.68;916.81;786.35;1172.16;1003.33;716.58
2001-08-07;947.92;910.49;659.17;1286.15;922.25;903.38;786.35;1162.19;1007.83;710.84
2001-08-08;945.49;901.24;653.24;1287.78;917.97;904.51;772.47;1202.1;1008.21;695.18
2001-08-09;926.64;889.4;644.21;1262.18;897.51;874.08;757.77;1201.13;989.84;675.05
2001-08-10;914.79;891.94;641.73;1247.33;877.77;882.4;751.24;1188.83;978.52;661.36
2001-08-13;924.92;903.71;650.97;1286.02;892.44;890.18;759.41;1194.73;975.21;666.13
2001-08-14;938.17;900.89;661.7;1284.74;895.09;887.44;775.74;1205.47;1009.48;679.3
2001-08-15;933.1;876.63;655.1;1256.67;891.33;881.77;773.29;1219.93;1013.8;672.19
2001-08-16;924.76;865.24;646.33;1240.31;893.31;853.41;772.47;1192.4;1002.26;649.14
2001-08-17;917.9;859.8;640.12;1233.73;891.32;837.56;774.1;1213.69;992.56;611.56
2001-08-20;912.87;855.73;634.27;1237.58;882.65;816.31;766.75;1208.96;991.4;597.23
2001-08-21;924.57;853.08;633.95;1274.48;899.3;827.58;770.84;1217.62;997.15;594.51
2001-08-22;915.7;846.09;628.9;1252.5;894.28;829.99;770.84;1247.13;986.24;561.61
2001-08-23;910.68;839.88;635.71;1213.98;898.32;849.92;777.37;1231.66;974.63;566.71
2001-08-24;922.45;849.36;642.83;1212.2;907.83;853.71;783.9;1196.07;996.95;590.7
2001-08-27;928.4;846.85;640.78;1223.71;913.83;850.75;796.97;1218.09;1005.13;605.64
2001-08-28;915.72;844.96;632.46;1210.2;905.76;841.26;789.62;1192.39;984.8;588.64
2001-08-29;904.95;831.55;622.78;1197.81;891.79;825.26;787.99;1208.67;977.48;578.75
2001-08-30;898.16;838.23;615.83;1197.95;882.52;817.34;775.74;1214.01;969.25;573.93
2001-08-31;904.01;842.79;613.11;1214.69;892.05;811.98;782.27;1173.98;974.17;569.73
2001-09-03;887.58;832.05;599.33;1205.87;880.32;783.81;757.77;1179.11;951.03;541.58
2001-09-04;899.77;833.99;605.48;1217.87;893.38;807.17;752.87;1172.85;965.3;556.12
2001-09-05;892.51;830.34;605.8;1213.06;886.54;774.07;757.77;1168.59;957.13;540.81
2001-09-06;878.16;830.05;596.65;1206.49;882.81;755.38;752.06;1162.53;926.89;508.16
2001-09-07;860.68;822.7;586.19;1175.62;871.79;746.04;751.24;1166.46;900.76;497.28
2001-09-10;843.75;815.1;570.19;1173.4;850.02;728.2;746.34;1151.68;881.58;479.36
2001-09-11;787.47;777.11;524.75;1136.23;807.82;683.12;718.91;1149.19;792.31;440.69
2001-09-12;804.89;779.92;527.62;1180.1;848.5;655.64;733.04;1126.92;792.38;450.13
2001-09-13;812.3;785.41;530.01;1187.44;850.01;675.71;745.51;1147.27;807.04;439.3
2001-09-14;777.08;758.79;506.84;1164.67;812.12;628.01;714.76;1145.83;764.65;411.5
2001-09-17;797.26;760.36;515.25;1176.06;825.71;619.06;728.89;1177.19;808.05;401.81
2001-09-18;787.79;745.2;501.01;1164.53;823.61;592.16;739.69;1165.6;796.1;390.95
2001-09-19;778.18;734.3;484.59;1155.43;825.33;586.69;726.39;1151.97;777.62;374.57
2001-09-20;743.63;694.56;461.63;1102.41;798.12;564.83;757.98;1120.97;732.62;346.55
2001-09-21;706.09;643.2;438.29;1041.43;760.81;543.53;755.48;1102.09;692.21;342.56
2001-09-24;747.45;674.8;464.7;1079.23;801.26;592.66;788.73;1088.29;743.69;377.28
2001-09-25;768.24;703.31;473.44;1095.65;829.11;614.12;802.03;1068.24;763.64;399.58
2001-09-26;780.49;719.72;469.38;1112.31;839.71;620.37;785.4;1073.41;784.15;412.4
2001-09-27;790.16;720.97;458.22;1133.04;857.42;626.57;770.44;1049.81;795.16;392.98
2001-09-28;813.38;735.62;460.34;1182.58;878.5;622.58;757.98;1041.4;828.73;388.73
2001-10-01;802.74;718.05;457.61;1157.17;871.01;638.93;762.13;1031.28;814.06;380.16
2001-10-02;800.71;705.64;448.5;1165.23;882.15;635.71;760.47;1037.9;798.96;364.42
2001-10-03;793.49;696.92;444.91;1153.3;873.69;609.24;757.98;1018.61;795.58;353.71
2001-10-04;813.61;704.59;449.3;1181.94;890.96;641.39;763.79;1032.74;821.46;391.65
2001-10-05;806.15;701.59;438.41;1185.47;881.59;623.17;756.31;1093.4;812.68;386.24
2001-10-08;805.87;702.39;445.1;1192.23;882.43;624.67;770.44;1036.56;805.61;382.57
2001-10-09;803.83;715.05;454.34;1185.23;876.7;633.17;777.09;1040.92;801.2;399.94
2001-10-10;809.27;721.32;464.59;1175.32;883.68;632.23;777.92;1053.61;810.76;405.82
2001-10-11;826.47;731.64;481.93;1151.37;909.3;658.61;782.91;1073.38;836.32;436.81
2001-10-12;818.39;733.03;478.26;1124.11;900.9;659.4;774.6;1058.14;831.38;442.71
2001-10-15;812.88;735.9;467.28;1130.74;899.27;651.01;765.46;1044.86;818.48;433.43
2001-10-16;812.81;742.95;469.01;1101.85;894.28;659.42;764.62;1062.48;831.56;446.28
2001-10-17;817.55;760.3;481.42;1090.44;889.69;677.01;759.64;1069.45;846.35;471.67
2001-10-18;825.19;760.39;475.72;1118.36;903.32;678.47;752.99;1075.09;848.31;456.06
2001-10-19;822.06;747.69;473.4;1166.92;890.95;670.73;756.31;1066.05;835.03;453.24
2001-10-22;835.67;761.31;482.6;1175.39;907.08;668.64;772.94;1057.15;852.31;467.02
2001-10-23;848.86;774.6;502.63;1184.04;902.29;691.36;787.07;1056.43;882.14;493.6
2001-10-24;849.64;777.66;515.6;1175.81;896.2;695.72;777.09;1060.61;888.54;508.99
2001-10-25;838.81;770.34;501.3;1164.17;888.28;691.88;766.29;1054.28;874.45;494.29
2001-10-26;846.9;784.75;519.62;1177.68;885.34;675.12;775.43;1057.14;890.86;504.16
2001-10-29;831.47;782.56;510.73;1161.44;858.96;660.04;763.79;1033.34;881.26;502.4
2001-10-30;814.11;772.02;495.92;1155.65;845.84;638.39;741.35;1043.18;853.4;477.39
2001-10-31;823.83;779.55;505.84;1165.52;856.4;644.47;753.82;1039.62;863.09;494.21
2001-11-01;826.19;777.58;505.59;1183.46;856.44;644.33;740.52;1039.1;864.13;498.29
2001-11-02;828.95;785.17;509.23;1181.54;854.14;641.47;731.38;1036.62;874.11;508.16
2001-11-05;841.52;789.56;520.46;1199.08;859.8;654.88;733.04;1036.12;894.67;512.97
2001-11-06;843.01;782.36;524.33;1194.01;861.47;653.74;735.54;1041.4;898.08;535.1
2001-11-07;845.01;784.39;528.57;1182.96;863.43;660.59;725.56;1027.91;904.56;539.41
2001-11-08;864.05;788.58;543.93;1197.16;876.56;666.16;718.08;1035.95;938.41;558.59
2001-11-09;857.51;785.39;537.99;1185.85;873.86;663.13;720.58;1031.09;927.95;553.67
2001-11-12;843.48;782.56;531.95;1177.77;862.84;644.46;698.97;1042.29;904.78;537.46
2001-11-13;863.45;793.64;551.37;1198.86;875.7;677.72;729.72;1053.33;931.34;568.06
2001-11-14;868.67;787.95;567.07;1205.81;875.88;700.89;745.51;1052.17;936.63;569.27
2001-11-15;885.45;803.47;581.79;1210.07;894.67;708.13;754.65;1068.19;959.59;590.05
2001-11-16;888.78;811.51;592.41;1214.98;895.83;703.09;743.85;1078.17;963.33;597.17
2001-11-19;895.17;823.92;600.74;1203.49;903.56;721.64;751.33;1066.31;972.56;614.97
2001-11-20;879.56;815.25;587.82;1192.2;889.52;715.56;747.17;1066.16;949.18;602.51
2001-11-21;880.91;812.75;586.84;1211.84;890.65;714.16;737.2;1069.96;946.37;591.3
2001-11-22;886.31;832.56;599.36;1211.37;893.75;709.94;743.85;1069.58;953.95;597.91
2001-11-23;875.8;830.29;593.48;1188.39;882.42;701.3;726.39;1094.49;945.72;592.45
2001-11-26;877.32;834.31;590.77;1199.49;877.65;710.8;713.1;1085.04;950.76;594.04
2001-11-27;869.62;823.02;595.87;1185.12;860.97;705.44;703.95;1080.09;949.2;602.86
2001-11-28;854.08;816.24;581.26;1155.71;849.53;682.13;723.07;1084.46;931.9;586.61
2001-11-29;855.4;811.4;578.44;1175.37;851.23;679.96;743.02;1086.16;928.19;570.64
2001-11-30;848.18;801.85;576.69;1167.45;842.76;681.66;744.68;1092.62;918.23;578
2001-12-03;847.99;802.82;569.65;1174.21;840.81;681.34;739.69;1096.87;919.77;569.61
2001-12-04;865.41;802.33;585.3;1201.72;859.38;701.08;750.5;1058.05;936.59;576.24
2001-12-05;877.93;809.19;605.08;1205.1;859.39;713.92;764.62;1072.39;963.12;608.26
2001-12-06;877.4;814.36;615.24;1178.78;848.84;718.46;767.95;1102.23;976.3;633.08
2001-12-07;875.74;811.41;616.78;1173.77;846.04;724.75;750.5;1098.87;975.21;645.27
2001-12-10;864.19;789.3;595.01;1148.46;838.8;713.76;731.38;1084.3;968.44;636.99
2001-12-11;860.88;788.15;590.29;1143.62;841.02;705.33;735.54;1090.13;960.32;636.2
2001-12-12;859.27;782.13;592.1;1159.98;832.98;710.67;750.5;1106.7;955.99;629.01
2001-12-13;850.75;776.67;582.28;1141.74;830.71;685.11;748;1106.28;946.95;605.25
2001-12-14;841.8;785.53;578.2;1138.13;816.15;669.15;742.18;1134.01;937.93;596.99
2001-12-17;856.68;802.94;579.4;1163;827.5;680.08;744.68;1122.89;959.07;604.43
2001-12-18;852.69;804.43;575.31;1161.68;829.92;681.56;751.33;1101.64;945.2;615.06
2001-12-19;842.45;801.82;560.54;1145.01;820.92;678.5;748.83;1103.45;935.11;599.66
2001-12-20;855.46;805.96;556.21;1186.94;841.86;664.32;755.48;1102.87;941.35;587.3
2001-12-21;864.21;815.4;568.6;1198.94;855.79;675.97;762.13;1127.61;943.81;576.51
2001-12-27;871;826.75;574.55;1207.92;862.54;674.01;766.29;1143.59;950.9;589.73
2001-12-28;872.6;828.41;578.76;1214.32;868.11;678.83;764.62;1164.08;945.66;593.47
2002-01-02;866.33;827.79;579.67;1207.13;853.55;676.96;764.62;1099.17;943.21;603.02
2002-01-03;867.86;828.91;583;1207.46;853.41;676.76;764.62;1132.81;943.34;610.64
2002-01-04;870.48;845.29;619.14;1205.63;832.81;698.53;790.39;1132.01;956.8;641.09
2002-01-07;869.64;847.82;613.83;1202.55;828.23;708.48;787.07;1138.54;960.18;642.3
2002-01-08;860.44;849.99;608.06;1203.29;817.57;707.38;781.25;1139.62;944.68;629.88
2002-01-09;866.93;841.06;616.12;1200.92;829.72;710.06;789.56;1137.65;950.46;647.67
2002-01-10;867.13;828.45;612.65;1196.31;834.5;716.98;801.19;1156.76;949.85;631.71
2002-01-11;873.86;825.38;616.93;1206.12;843.91;729.11;797.87;1152.69;955.19;633.28
2002-01-14;858.4;827.87;603.26;1202.61;832.34;721.53;782.91;1157.56;927.69;598.26
2002-01-15;857.23;831.24;597.27;1213.99;832.32;724.63;782.91;1149.19;920.95;598.55
2002-01-16;849.94;828.85;585.26;1204.03;826.46;704.69;777.92;1155.38;915.42;584.97
2002-01-17;859.98;837.16;587.71;1225.49;831.72;705.16;806.18;1168.71;929.6;589.67
2002-01-18;856.8;849.86;583.89;1233.78;831.58;695.45;803.69;1168.25;918.63;575.32
2002-01-21;848.88;846.07;580.77;1242.62;821.64;684.2;802.03;1165.38;903.67;571.9
2002-01-22;852.99;847.92;578.29;1252.57;824.54;689.3;816.99;1167.11;909.25;564.67
2002-01-23;858.78;854.41;577.89;1267.33;838.75;679.08;810.34;1169.9;907.75;579.35
2002-01-24;869.01;864.68;588.2;1272.28;848.01;697.64;821.97;1162.48;920.2;599.31
2002-01-25;866.43;862.42;595.85;1260.74;844.09;689.86;811.17;1164.64;919.8;598.54
2002-01-28;871.64;867.03;599.29;1273.48;847.89;697.61;822.8;1183.31;924.24;595.18
2002-01-29;859.9;NA;591.79;1265.12;843.31;686.95;811.17;1186.88;901.71;574.3
2002-01-30;845.38;847.82;570.18;1260.79;835.01;671.6;808.67;1188.14;877.09;574.01
2002-01-31;849.15;859.83;568.11;1272.24;841.48;688.73;821.14;1182.08;873.83;593.69
2002-02-01;848.51;864.46;558.41;1280.97;844.06;685.98;813.66;1172.66;868.99;600.77
