Symbol;ISIN;Code;Name
SSPRC;CH0004147150;CH0004147150;SMI Current Spread
SSPRM;CH0004147242;CH0004147242;SMI Monthly Average Spread
SSTE;CH0002377130;CH0002377130CHF4;SUNSTAR
ST101D;CH0035278362;CH0035278362;SBI AAA 10+ D
ST101P;CH0035278347;CH0035278347;SBI AAA 10+ P
ST101T;CH0035278339;CH0035278339;SBI AAA 10+ T
ST101Y;CH0035278354;CH0035278354;SBI AAA 10+ Y
ST10D;CH0028464375;CH0028464375;SBI AAA-BBB 10+ D
ST10P;CH0028464359;CH0028464359;SBI AAA-BBB 10+ P
ST10T;CH0028464342;CH0028464342;SBI AAA-BBB 10+ T
ST10Y;CH0028464367;CH0028464367;SBI AAA-BBB 10+ Y
ST110D;CH0032973551;CH0032973551;SBI AAA-BBB 1-10 D
ST110P;CH0032973536;CH0032973536;SBI AAA-BBB 1-10 P
ST110T;CH0032973528;CH0032973528;SBI AAA-BBB 1-10 T
ST110Y;CH0032973544;CH0032973544;SBI AAA-BBB 1-10 Y
ST113D;CH0035278172;CH0035278172;SBI AAA 1-3 D
ST113P;CH0035278156;CH0035278156;SBI AAA 1-3 P
ST113T;CH0035278149;CH0035278149;SBI AAA 1-3 T
ST113Y;CH0035278164;CH0035278164;SBI AAA 1-3 Y
ST115D;CH0032973593;CH0032973593;SBI AAA-BBB 1-15 D
ST115P;CH0032973577;CH0032973577;SBI AAA-BBB 1-15 P
ST115T;CH0032973569;CH0032973569;SBI AAA-BBB 1-15 T
ST115Y;CH0032973585;CH0032973585;SBI AAA-BBB 1-15 Y
ST135D;CH0035278222;CH0035278222;SBI AAA 3-5 D
ST135P;CH0035278198;CH0035278198;SBI AAA 3-5P
ST135T;CH0035278180;CH0035278180;SBI AAA 3-5 T
ST135Y;CH0035278206;CH0035278206;SBI AAA 3-5 Y
ST13D;CH0028464219;CH0028464219;SBI AAA-BBB 1-3 D
ST13P;CH0028464193;CH0028464193;SBI AAA-BBB 1-3 P
ST13T;CH0028464185;CH0028464185;SBI AAA-BBB 1-3 T
ST13Y;CH0028464201;CH0028464201;SBI AAA-BBB 1-3 Y
ST157D;CH0035278263;CH0035278263;SBI AAA 5-7 D
ST157P;CH0035278248;CH0035278248;SBI AAA 5-7 P
ST157T;CH0035278230;CH0035278230;SBI AAA 5-7 T
ST157Y;CH0035278255;CH0035278255;SBI AAA 5-7 Y
ST15AD;CH0032976109;CH0032976109;SBI AAA-A 1-15 D
ST15AP;CH0032974567;CH0032974567;SBI AAA-A 1-15 P
ST15AT;CH0032974559;CH0032974559;SBI AAA-A 1-15 T
ST15AY;CH0032974575;CH0032974575;SBI AAA-A 1-15 Y
ST15D;CH0032973403;CH0032973403;SBI AAA-BBB 1-5 D
ST15P;CH0032973387;CH0032973387;SBI AAA-BBB 1-5 P
ST15T;CH0032973379;CH0032973379;SBI AAA-BBB 1-5 T
ST15Y;CH0032973395;CH0032973395;SBI AAA-BBB 1-5 Y
ST171D;CH0035278321;CH0035278321;SBI AAA 7-10 D
ST171P;CH0035278297;CH0035278297;SBI AAA 7-10 P
ST171T;CH0035278271;CH0035278271;SBI AAA 7-10 T
ST171Y;CH0035278313;CH0035278313;SBI AAA 7-10 Y
ST210D;CH0035278610;CH0035278610;SBI AA 10+ D
ST210P;CH0035278594;CH0035278594;SBI AA 10+ P
ST210T;CH0035278586;CH0035278586;SBI AA 10+ T
ST210Y;CH0035278602;CH0035278602;SBI AA 10+ Y
ST213D;CH0035278412;CH0035278412;SBI AA 1-3 D
ST213P;CH0035278396;CH0035278396;SBI AA 1-3 P
ST213T;CH0035278370;CH0035278370;SBI AA 1-3 T
ST213Y;CH0035278404;CH0035278404;SBI AA 1-3 Y
ST235D;CH0035278495;CH0035278495;SBI AA 3-5 D
ST235P;CH0035278453;CH0035278453;SBI AA 3-5 P
ST235T;CH0035278446;CH0035278446;SBI AA 3-5 T
ST235Y;CH0035278479;CH0035278479;SBI AA 3-5 Y
ST257D;CH0035278537;CH0035278537;SBI AA 5-7 D
ST257P;CH0035278511;CH0035278511;SBI AA 5-7 P
ST257T;CH0035278503;CH0035278503;SBI AA 5-7 T
ST257Y;CH0035278529;CH0035278529;SBI AA 5-7 Y
ST271D;CH0035278578;CH0035278578;SBI AA 7-10 D
ST271P;CH0035278552;CH0035278552;SBI AA 7-10 P
ST271T;CH0035278545;CH0035278545;SBI AA 7-10 T
ST271Y;CH0035278560;CH0035278560;SBI AA 7-10 Y
ST310D;CH0035278859;CH0035278859;SBI A 10+ D
ST310P;CH0035278834;CH0035278834;SBI A 10+ P
ST310T;CH0035278826;CH0035278826;SBI A 10+ T
ST310Y;CH0035278842;CH0035278842;SBI A 10+ Y
ST313D;CH0035278669;CH0035278669;SBI A 1-3 D
ST313P;CH0035278636;CH0035278636;SBI A 1-3 P
ST313T;CH0035278628;CH0035278628;SBI A 1-3 T
ST313Y;CH0035278651;CH0035278651;SBI A 1-3 Y
ST335D;CH0035278727;CH0035278727;SBI A 3-5 D
ST335P;CH0035278693;CH0035278693;SBI A 3-5 P
ST335T;CH0035278677;CH0035278677;SBI A 3-5 T
ST335Y;CH0035278719;CH0035278719;SBI A 3-5 Y
ST357D;CH0035278768;CH0035278768;SBI A 5-7 D
ST357P;CH0035278743;CH0035278743;SBI A 5-7 P
ST357T;CH0035278735;CH0035278735;SBI A 5-7 T
ST357Y;CH0035278750;CH0035278750;SBI A 5-7 Y
ST35D;CH0028464250;CH0028464250;SBI AAA-BBB 3-5 D
ST35P;CH0028464235;CH0028464235;SBI AAA-BBB 3-5 P
ST35T;CH0028464227;CH0028464227;SBI AAA-BBB 3-5 T
ST35Y;CH0028464243;CH0028464243;SBI AAA-BBB 3-5 Y
ST371D;CH0035278818;CH0035278818;SBI A 7-10 D
ST371P;CH0035278784;CH0035278784;SBI A 7-10 P
ST371T;CH0035278776;CH0035278776;SBI A 7-10 T
ST371Y;CH0035278800;CH0035278800;SBI A 7-10 Y
ST51D;CH0032973502;CH0032973502;SBI AAA-BBB 5-10 D
ST51P;CH0032973486;CH0032973486;SBI AAA-BBB 5-10 P
ST51T;CH0032973478;CH0032973478;SBI AAA-BBB 5-10 T
ST51Y;CH0032973494;CH0032973494;SBI AAA-BBB 5-10 Y
ST57D;CH0028464292;CH0028464292;SBI AAA-BBB 5-7 D
ST57P;CH0028464276;CH0028464276;SBI AAA-BBB 5-7 P
ST57T;CH0028464268;CH0028464268;SBI AAA-BBB 5-7 T
ST57Y;CH0028464284;CH0028464284;SBI AAA-BBB 5-7 Y
ST71D;CH0028464334;CH0028464334;SBI AAA-BBB 7-10 D
ST71P;CH0028464318;CH0028464318;SBI AAA-BBB 7-10 P
ST71T;CH0028464300;CH0028464300;SBI AAA-BBB 7-10 T
ST71Y;CH0028464326;CH0028464326;SBI AAA-BBB 7-10 Y
STA10D;CH0028465315;CH0028465315;SBI AAA-A 10+ D
STA10P;CH0028465299;CH0028465299;SBI AAA-A 10+ P
STA10T;CH0028465281;CH0028465281;SBI AAA-A 10+ T
STA10Y;CH0028465307;CH0028465307;SBI AAA-A 10+ Y
STA11D;CH0032974542;CH0032974542;SBI AAA-A 1-10 D
STA11P;CH0032974526;CH0032974526;SBI AAA-A 1-10 P
STA11T;CH0032974518;CH0032974518;SBI AAA-A 1-10 T
STA11Y;CH0032974534;CH0032974534;SBI AAA-A 1-10 Y
STA13D;CH0028465133;CH0028465133;SBI AAA-A 1-3 D
STA13P;CH0028465117;CH0028465117;SBI AAA-A 1-3 P
STA13T;CH0028465109;CH0028465109;SBI AAA-A 1-3 T
STA13Y;CH0028465125;CH0028465125;SBI AAA-A 1-3 Y
STA15D;CH0032974468;CH0032974468;SBI AAA-A 1-5 D
STA15P;CH0032974443;CH0032974443;SBI AAA-A 1-5 P
STA15T;CH0032974435;CH0032974435;SBI AAA-A 1-5 T
STA15Y;CH0032974450;CH0032974450;SBI AAA-A 1-5 Y
STA35D;CH0028465190;CH0028465190;SBI AAA-A 3-5 D
STA35P;CH0028465166;CH0028465166;SBI AAA-A 3-5 P
STA35T;CH0028465158;CH0028465158;SBI AAA-A 3-5 T
STA35Y;CH0028465182;CH0028465182;SBI AAA-A 3-5 Y
STA51D;CH0032974500;CH0032974500;SBI AAA-A 5-10 D
STA51P;CH0032974484;CH0032974484;SBI AAA-A 5-10 P
STA51T;CH0032974476;CH0032974476;SBI AAA-A 5-10 T
STA51Y;CH0032974492;CH0032974492;SBI AAA-A 5-10 Y
STA55D;CH0032976158;CH0032976158;SBI AAA-A 15+ D
STA55P;CH0032976133;CH0032976133;SBI AAA-A 15+ P
STA55T;CH0032976117;CH0032976117;SBI AAA-A 15+ T
STA55Y;CH0032976141;CH0032976141;SBI AAA-A 15+ Y
STA57D;CH0028465232;CH0028465232;SBI AAA-A 5-7 D
STA57P;CH0028465216;CH0028465216;SBI AAA-A 5-7 P
STA57T;CH0028465208;CH0028465208;SBI AAA-A 5-7 T
STA57Y;CH0028465224;CH0028465224;SBI AAA-A 5-7 Y
STA71D;CH0028465273;CH0028465273;SBI AAA-A 7-10 D
STA71P;CH0028465257;CH0028465257;SBI AAA-A 7-10 P
STA71T;CH0028465240;CH0028465240;SBI AAA-A 7-10 T
STA71Y;CH0028465265;CH0028465265;SBI AAA-A 7-10 Y
STGN;CH0002361068;CH0002361068CHF4;STARRAGHECKERT N
STL;NO0010096985;NO0010096985CHF4;STATOILHYDRO ASA
STLN;CH0005795668;CH0005795668CHF4;SCHMOLZ+BICKENBACH AG N
STMN;CH0012280076;CH0012280076CHF4;STRAUMANN N
STR15D;CH0032973635;CH0032973635;SBI AAA-BBB 15+ D
STR15P;CH0032973619;CH0032973619;SBI AAA-BBB 15+ P
STR15T;CH0032973601;CH0032973601;SBI AAA-BBB 15+ T
STR15Y;CH0032973627;CH0032973627;SBI AAA-BBB 15+ Y
STRN;CH0002277314;CH0002277314CHF4;SCHLATTER N
SUN;CH0038388911;CH0038388911CHF4;SULZER N
SWHN;CH0021190902;CH0021190902CHF4;SCHWHALL HLD N
SWIIP;CH0010240437;CH0010240437;SWX IMMFD INDEX PRICE
SWIIT;CH0009947406;CH0009947406;SWX IMMFD INDEX
SWIPO;CH0028488994;CH0028488994;Sarasin SWIPO PR
SWIPOC;CH0028490131;CH0028490131;Sarasin SWIPO TR
SWTQ;CH0010754924;CH0010754924CHF4;SCHWEITER I
SXBP;CH0009987535;CH0009987535;SPI Inhaber + PS mit Div Kor
SXBPX;CH0000725231;CH0000725231;SPI Inhaber + PS ohne Div Kor
SXBS;CH0009987519;CH0009987519;SPI Inhaber mit Div.-Korr
SXBSX;CH0000725082;CH0000725082;SPI Inhaber ohne Div.-Korr
SXGE;CH0009987501;CH0009987501;Swiss Performance Index SPI TR
SXPC;CH0009987543;CH0009987543;SPI PS mit Div.-Korr
SXPCX;CH0000725249;CH0000725249;SPI PS ohne Div.-Korr
SXRS;CH0009987527;CH0009987527;SPI Namen mit Div.-Korr
SXRSX;CH0000725173;CH0000725173;SPI Namen ohne Div.-Korr
SXSLI;CH0033051423;CH0033051423;SPI ex SLI TR
SXSLIX;CH0033051415;CH0033051415;SPI ex SLI PR
SYNN;CH0011037469;CH0011037469CHF1;SYNGENTA N
SYNNE;CH0025251353;CH0025251353CHF1;SYNGENTA N 2. LINIE
SYST;US87162M4096;US87162M4096CHF1;SYNTHES N
SZE;FR0000120529;FR0000120529CHF4;SUEZ P
T;US00206R1023;US00206R1023CHF4;"AT&amp;T"
TAMN;CH0011178255;CH0011178255CHF4;TAMEDIA N
TECN;CH0012100191;CH0012100191CHF4;TECAN GROUP AG N
TECNE;CH0038690787;CH0038690787CHF4;TECAN GROUP N 2. LINIE
TEMN;CH0012453913;CH0012453913CHF4;TEMENOS N
TIBN;CH0008305507;CH0008305507CHF4;TITL BN BERG N
TKA;DE0007500001;DE0007500001CHF4;THYSSENKRUPP
TOHN;CH0011607683;CH0011607683CHF4;TORNOS N
TOSH;JP3592200004;JP3592200004CHF4;TOSHIBA CORP
TOTF;FR0000120271;FR0000120271CHF4;TOTAL SA
TOYO;JP3633400001;JP3633400001CHF4;TOYOTA MOTOR CORP
TSGN;CH0007317404;CH0007317404CHF4;TEC-SEM N
TWX;US8873171057;US8873171057CHF4;TIME WARNER INC
UBSDJI;LU0258212462;LU0258212462JPY4;UBS-ETF MSCI JAPAN I
UBSFTS;LU0136242590;LU0136242590CHF4;UBS-ETF FTSE 100
UBSLI;CH0032912732;CH0032912732CHF4;UBS-ETF SLI
UBSN;CH0024899483;CH0024899483CHF1;UBS N
UBSNE;CH0029128987;CH0029128987CHF1;UBS N 2. LINIE
UBSWLD;LU0340285161;LU0340285161CHF4;UBS-ETF MSCI WORLD
UBXN;CH0033361673;CH0033361673CHF4;U-BLOX N
UHR;CH0012255151;CH0012255151CHF1;SWATCH GROUP I
UHRE;CH0030076951;CH0030076951CHF1;SWATCH GROUP I 2.LINIE
UHRN;CH0012255144;CH0012255144CHF4;SWATCH GROUP N
UHRNE;CH0030076977;CH0030076977CHF4;SWATCH GROUP N 2.LINIE
UIS;US9092141087;US9092141087CHF4;UNISYS
UN;NL0000009355;NL0000009355CHF4;UNILEVER I
UPM;FI0009005987;FI0009005987CHF4;UPM-KYMMENE OYJ
USIN;CH0002271010;CH0002271010CHF4;USI GROUP N
USTN;CH0034331535;CH0034331535CHF4;USTER TECHNOLOGIES N
UZAN;CH0010567961;CH0010567961CHF4;FLUGHAFEN ZUERICH N
V3A0;CH0019900890;CH0019900890;VSMI January 00
V3A1;CH0019901740;CH0019901740;VSMI January 01
V3A2;CH0019902938;CH0019902938;VSMI January 02
V3A3;CH0019004751;CH0019004751;VSMI January 03
V3A4;CH0019907580;CH0019907580;VSMI January 04
V3A5;CH0019908703;CH0019908703;VSMI January 05
V3A6;CH0019908968;CH0019908968;VSMI January 06
V3A7;CH0019909289;CH0019909289;VSMI January 07
V3A8;CH0019909560;CH0019909560;VSMI January 08
V3A9;CH0019909768;CH0019909768;VSMI January 09
V3B0;CH0019900957;CH0019900957;VSMI February 00
V3B1;CH0019901807;CH0019901807;VSMI February 01
V3B2;CH0019903456;CH0019903456;VSMI February 02
V3B3;CH0019004777;CH0019004777;VSMI February 03
V3B4;CH0019907606;CH0019907606;VSMI February 04
V3B5;CH0019908729;CH0019908729;VSMI February 05
V3B6;CH0019908984;CH0019908984;VSMI February 06
V3B7;CH0019909313;CH0019909313;VSMI February 07
V3B8;CH0019909578;CH0019909578;VSMI February 08
V3B9;CH0019909792;CH0019909792;VSMI February 09
V3C0;CH0019901021;CH0019901021;VSMI March 00
V3C1;CH0019901864;CH0019901864;VSMI March 01
V3C2;CH0019904371;CH0019904371;VSMI March 02
V3C3;CH0019904843;CH0019904843;VSMI March 03
V3C4;CH0019907614;CH0019907614;VSMI March 04
V3C5;CH0019908760;CH0019908760;VSMI March 05
V3C6;CH0019909032;CH0019909032;VSMI March 06
V3C7;CH0019909321;CH0019909321;VSMI March 07
V3C8;CH0019909594;CH0019909594;VSMI March 08
V3C9;CH0019909818;CH0019909818;VSMI March 09
V3D0;CH0019901088;CH0019901088;VSMI April 00
V3D1;CH0019901914;CH0019901914;VSMI April 01
V3D2;CH0019904488;CH0019904488;VSMI April 02
V3D3;CH0019904942;CH0019904942;VSMI April 03
V3D4;CH0019907622;CH0019907622;VSMI April 04
V3D5;CH0019908794;CH0019908794;VSMI April 05
V3D6;CH0019909065;CH0019909065;VSMI April 06
V3D7;CH0019909347;CH0019909347;VSMI April 07
V3D8;CH0019909602;CH0019909602;VSMI April 08
V3D9;CH0019909834;CH0019909834;VSMI April 09
V3E0;CH0019901120;CH0019901120;VSMI May 00
V3E1;CH0019901971;CH0019901971;VSMI May 01
V3E2;CH0019904504;CH0019904504;VSMI May 02
V3E3;CH0019904983;CH0019904983;VSMI May 03
V3E4;CH0019907648;CH0019907648;VSMI May 04
V3E5;CH0019908828;CH0019908828;VSMI May 05
V3E6;CH0019909081;CH0019909081;VSMI May 06
V3E7;CH0019909354;CH0019909354;VSMI May 07
V3E8;CH0019909610;CH0019909610;VSMI May 08
V3E9;CH0019909859;CH0019909859;VSMI May 09
V3F0;CH0019901369;CH0019901369;VSMI June 00
V3F1;CH0019902037;CH0019902037;VSMI June 01
V3F2;CH0019904538;CH0019904538;VSMI June 02
V3F3;CH0019905022;CH0019905022;VSMI June 03
V3F4;CH0019907655;CH0019907655;VSMI June 04
V3F5;CH0019908836;CH0019908836;VSMI June 05
V3F6;CH0019909099;CH0019909099;VSMI June 06
V3F7;CH0019909362;CH0019909362;VSMI June 07
V3F8;CH0019909636;CH0019909636;VSMI June 08
V3F9;CH0019909867;CH0019909867;VSMI June 09
V3G0;CH0019901427;CH0019901427;VSMI July 00
V3G1;CH0019902169;CH0019902169;VSMI July 01
V3G2;CH0019904561;CH0019904561;VSMI July 02
V3G3;CH0019905030;CH0019905030;VSMI July 03
V3G4;CH0019907671;CH0019907671;VSMI July 04
V3G5;CH0019908851;CH0019908851;VSMI July 05
V3G6;CH0019909107;CH0019909107;VSMI July 06
V3G7;CH0019909388;CH0019909388;VSMI July 07
V3G8;CH0019909651;CH0019909651;VSMI July 08
V3G9;CH0019909909;CH0019909909;VSMI July 09
V3H0;CH0019901468;CH0019901468;VSMI August 00
V3H1;CH0019902201;CH0019902201;VSMI August 01
V3H2;CH0019904587;CH0019904587;VSMI August 02
V3H3;CH0019905063;CH0019905063;VSMI August 03
V3H4;CH0019907697;CH0019907697;VSMI August 04
V3H5;CH0019908869;CH0019908869;VSMI August 05
V3H6;CH0019909131;CH0019909131;VSMI August 06
V3H7;CH0019909412;CH0019909412;VSMI August 07
V3H8;CH0019909669;CH0019909669;VSMI August 08
V3H9;CH0019909925;CH0019909925;VSMI August 09
V3I0;CH0019901526;CH0019901526;VSMI September 00
V3I1;CH0019902276;CH0019902276;VSMI September 01
V3I2;CH0019904603;CH0019904603;VSMI September 02
V3I3;CH0019905097;CH0019905097;VSMI September 03
V3I4;CH0019907705;CH0019907705;VSMI September 04
V3I5;CH0019908893;CH0019908893;VSMI September 05
V3I6;CH0019909156;CH0019909156;VSMI September 06
V3I7;CH0019909479;CH0019909479;VSMI September 07
V3I8;CH0019909677;CH0019909677;VSMI September 08
V3I9;CH0019909958;CH0019909958;VSMI September 09
V3J0;CH0019901567;CH0019901567;VSMI October 00
V3J1;CH0019902342;CH0019902342;VSMI October 01
V3J2;CH0019904660;CH0019904660;VSMI October 02
V3J3;CH0019905113;CH0019905113;VSMI October 03
V3J4;CH0019908562;CH0019908562;VSMI October 04
V3J5;CH0019908919;CH0019908919;VSMI October 05
V3J6;CH0019909222;CH0019909222;VSMI October 06
V3J7;CH0019909487;CH0019909487;VSMI October 07
V3J8;CH0019909693;CH0019909693;VSMI October 08
V3J9;CH0019909966;CH0019909966;VSMI October 09
V3K0;CH0019901633;CH0019901633;VSMI November 00
V3K1;CH0019902425;CH0019902425;VSMI November 01
V3K2;CH0019904728;CH0019904728;VSMI November 02
V3K3;CH0019905121;CH0019905121;VSMI November 03
V3K4;CH0019908620;CH0019908620;VSMI November 04
V3K5;CH0019908927;CH0019908927;VSMI November 05
V3K6;CH0019909230;CH0019909230;VSMI November 06
V3K7;CH0019909529;CH0019909529;VSMI November 07
V3K8;CH0019909727;CH0019909727;VSMI November 08
V3K9;CH0019909974;CH0019909974;VSMI November 09
V3L0;CH0019901690;CH0019901690;VSMI December 00
V3L1;CH0019902474;CH0019902474;VSMI December 01
V3L2;CH0019904736;CH0019904736;VSMI December 02
V3L3;CH0019905162;CH0019905162;VSMI December 03
V3L4;CH0019908687;CH0019908687;VSMI December 04
V3L5;CH0019908935;CH0019908935;VSMI December 05
V3L6;CH0019909263;CH0019909263;VSMI December 06
V3L7;CH0019909545;CH0019909545;VSMI December 07
V3L8;CH0019909743;CH0019909743;VSMI December 08
V3L9;CH0019910006;CH0019910006;VSMI December 09
V3X;CH0019900841;CH0019900841;VSMI
VAHN;CH0021545667;CH0021545667CHF4;VAUDOISE ASSU N
VALN;CH0002088976;CH0002088976CHF4;VALORA N
VALNE;CH0043143418;CH0043143418CHF4;VALORA N 2.LINIE
VATN;CH0014786500;CH0014786500CHF4;VALIANT N
VBSN;CH0012194780;CH0012194780CHF4;IVF HARTMANN N 35
VCH;CH0006937772;CH0006937772CHF4;CHARLES VOEGELE I
VE2B1;LU0317760311;LU0317760311EUR4;VT ETSF EU S2
VE3B1;LU0317762101;LU0317762101EUR4;VT ETSF EU S3
VER;US92343V1044;US92343V1044CHF4;VERIZON
VET;CH0006227612;CH0006227612CHF4;VETROPACK I
VIBC1;LU0317757523;LU0317757523CHF4;VT ETSF ICPMC
VIJN;CH0001111076;CH0001111076CHF4;VICTORIA JUNGFRAU N
VILN;CH0002609656;CH0002609656CHF4;VILLARS N
VLRT;CH0001840450;CH0001840450CHF4;VALARTIS GROUP I
VONN;CH0012335540;CH0012335540CHF4;VONTOBEL N
VPB;LI0010737216;LI0010737216CHF4;VPB VADUZ I
VSLA1;LU0317755238;LU0317755238CHF4;VT ETSF SLIBT
VSSC;CH0002795729;CH0002795729CHF4;VON SWISS SMALL CIE
VU2A1;LU0317758505;LU0317758505USD4;VT ETSF US S2
VW;DE0007664005;DE0007664005CHF4;VW
VW-V;DE0007664039;DE0007664039CHF4;VW V
VZN;CH0028200837;CH0028200837CHF4;VZ HOLDING N
WARN;CH0002619481;CH0002619481CHF4;WARTECK N
WKB;CH0000288735;CH0000288735CHF4;WALLISER KB
WMN;CH0015940247;CH0015940247CHF4;WALTER MEIER N
WMT;US9311421039;US9311421039CHF4;WAL-MART STORES INC
WTGN;CH0021892606;CH0021892606CHF4;WINTERTHUR TECH N
XDAX;LU0274211480;LU0274211480CHF4;DB X-TR DAX
XDIE;LU0292095535;LU0292095535CHF4;DB X-TR DJEURO SELECTDIV
XESX;LU0274211217;LU0274211217CHF4;DB X-TR DJES50
XGSD;LU0292096186;LU0292096186CHF4;DB X-TR DJSTOXX SELDIV
XMAI;LU0292107991;LU0292107991USD4;DB X-TR MSCI EM ASIA
XMBR;LU0292109344;LU0292109344USD4;DB X-TR MSCI BRAZIL
XMEA;LU0292109005;LU0292109005USD4;DB X-TR MSCI EM EMEA
XMEM;LU0292107645;LU0292107645USD4;DB X-TR MSCI EM
XMEU;LU0274209237;LU0274209237USD4;DB X-TR MSCI EUR
XMEUM;LU0312694234;LU0312694234EUR4;XMTCH MSCI EMU MC
XMIB;LU0274212538;LU0274212538CHF4;DB X-TR S+P/MIB
XMJP;LU0274209740;LU0274209740JPY4;DB X-TR MSCI JPN
XMKO;LU0292100046;LU0292100046USD4;DB X-TR MSCI KOREA
XMLA;LU0292108619;LU0292108619USD4;DB X-TR MSCI EM LATAM
XMMEM;LU0254097446;LU0254097446USD4;XMTCH MSCI EMERGING
XMMSE;LU0154139132;LU0154139132EUR4;XMTCH MSCI EMU Large Cap
XMSLI;CH0031768937;CH0031768937CHF4;XMTCH SLI
XMSMI;CH0008899764;CH0008899764CHF4;XMTCH on SMI
XMSMM;CH0019852802;CH0019852802CHF4;XMTCH ON SMIM
XMTW;LU0292109187;LU0292109187USD4;DB X-TR MSCI TAIWAN
XMUS;LU0274210672;LU0274210672USD4;DB X-TR MSCI USA
XMWO;LU0274208692;LU0274208692USD4;DB X-TR MSCI WLD
XNIF;LU0292109690;LU0292109690USD4;"DB X-TR S&amp;P CNX NIFTY USD"
XOM;US30231G1022;US30231G1022CHF4;EXXON MOB CORP
XRX;US9841211033;US9841211033CHF4;XEROX
XSDX;LU0292106241;LU0292106241CHF4;DB X-TR SHORT DAX
XSMI;LU0274221281;LU0274221281CHF4;DB X-TR SMI
XSSX;LU0292106753;LU0292106753CHF4;DB X-TR DJEUROSTX SHORT
XTAN;GB0031411001;GB0031411001CHF4;XSTRATA
XTBID;CH0016999846;CH0016999846CHF4;XMTCH SBI DOM GOV3-7
XTBIG;CH0016999861;CH0016999861CHF4;XMTCH SBI DOM GOV 7+
XXXI;LU0292109856;LU0292109856USD4;DB X-TR FTSE/XINHUA
YHOO;US9843321061;US9843321061CHF4;YAHOO! INC
YPSN;CH0019396990;CH0019396990CHF4;YPSOMED HLDG
ZD3A1D;CH0010436894;CH0010436894;ZKB Dom AAA 1-3 Durat
ZD3A1P;CH0010436837;CH0010436837;ZKB Dom AAA 1-3 Price
ZD3A1T;CH0010436829;CH0010436829;ZKB Dom AAA 1-3 TR
ZD3A1Y;CH0010436852;CH0010436852;ZKB Dom AAA 1-3 Yield
ZD3A3D;CH0010437074;CH0010437074;ZKB Dom AAA 3-5 Durat
ZD3A3P;CH0010436993;CH0010436993;ZKB Dom AAA 3-5 Price
ZD3A3T;CH0010436951;CH0010436951;ZKB Dom AAA 3-5 TR
ZD3A3Y;CH0010437033;CH0010437033;ZKB Dom AAA 3-5 Yield
ZD3A5D;CH0010437413;CH0010437413;ZKB Dom AAA 5-7 Durat
ZD3A5P;CH0010437124;CH0010437124;ZKB Dom AAA 5-7 Price
ZD3A5T;CH0010437090;CH0010437090;ZKB Dom AAA 5-7 TR
ZD3A5Y;CH0010437181;CH0010437181;ZKB Dom AAA 5-7 Yield
ZD3A7D;CH0010437538;CH0010437538;ZKB Dom AAA 7-10 Durat
ZD3A7P;CH0010437462;CH0010437462;ZKB Dom AAA 7-10 Price
ZD3A7T;CH0010437454;CH0010437454;ZKB Dom AAA 7-10 TR
ZD3A7Y;CH0010437504;CH0010437504;ZKB Dom AAA 7-10 Yield
ZD3AD;CH0010446760;CH0010446760;ZKB Bon Dom AAA Durat
ZD3AP;CH0010446703;CH0010446703;ZKB Bon Dom AAA Price
ZD3AT;CH0010446679;CH0010446679;ZKB Bon Dom AAA TR
ZD3AY;CH0010446745;CH0010446745;ZKB Bon Dom AAA Yield
ZDA1D;CH0010442439;CH0010442439;ZKB Dom A 1-3 Durat
ZDA1P;CH0010442397;CH0010442397;ZKB Dom A 1-3 Price
ZDA1T;CH0010442389;CH0010442389;ZKB Dom A 1-3 TR
ZDA1Y;CH0010442413;CH0010442413;ZKB Dom A 1-3 Yield
ZDA3D;CH0010442504;CH0010442504;ZKB Dom A 3-5 Durat
ZDA3P;CH0010442470;CH0010442470;ZKB Dom A 3-5 Price
ZDA3T;CH0010442454;CH0010442454;ZKB Dom A 3-5 TR
ZDA3Y;CH0010442488;CH0010442488;ZKB Dom A 3-5 Yield
ZDA5D;CH0010443429;CH0010443429;ZKB Dom A 5-7 Durat
ZDA5P;CH0010443379;CH0010443379;ZKB Dom A 5-7 Price
ZDA5T;CH0010443338;CH0010443338;ZKB Dom A 5-7 TR
ZDA5Y;CH0010443395;CH0010443395;ZKB Dom A 5-7 Yield
ZDAA1D;CH0010437611;CH0010437611;ZKB Dom AA 1-3 Durat
ZDAA1P;CH0010437579;CH0010437579;ZKB Dom AA 1-3 Price
ZDAA1T;CH0010437553;CH0010437553;ZKB Dom AA 1-3 TR
ZDAA1Y;CH0010437587;CH0010437587;ZKB Dom AA 1-3 Yield
ZDAA3D;CH0010442132;CH0010442132;ZKB Dom AA 3-5 Durat
ZDAA3P;CH0010442108;CH0010442108;ZKB Dom AA 3-5 Price
ZDAA3T;CH0010442074;CH0010442074;ZKB Dom AA 3-5 TR
ZDAA3Y;CH0010442124;CH0010442124;ZKB Dom AA 3-5 Yield
ZDAA5D;CH0010442249;CH0010442249;ZKB Dom AA 5-7 Durat
ZDAA5P;CH0010442181;CH0010442181;ZKB Dom AA 5-7 Price
ZDAA5T;CH0010442165;CH0010442165;ZKB Dom AA 5-7 TR
ZDAA5Y;CH0010442199;CH0010442199;ZKB Dom AA 5-7 Yield
ZDAA7D;CH0010442371;CH0010442371;ZKB Dom AA 7-10 Durat
ZDAA7P;CH0010442272;CH0010442272;ZKB Dom AA 7-10 Price
